name,state,pop2000,pop2010,fed.spend,poverty,homeownership,multiunit,income,med.income
Eddy County,New Mexico,51658,53829,16.47009976,13.6,74.7,10.3,24587,46583
Grant County,New Mexico,31002,29514,9.814901403,14.8,77,7.7,21164,36591
Guadalupe County,New Mexico,4680,4687,13.506294,28.2,77.5,6.2,13710,28488
Harding County,New Mexico,810,695,11.38705036,19.1,91.3,1.4,14684,33750
Hidalgo County,New Mexico,5932,4894,18.50837761,22.6,69.1,5.4,17451,36733
Lea County,New Mexico,55511,64727,6.045066201,17.7,71,9.3,19637,43910
Lincoln County,New Mexico,19411,20497,7.133970825,12.9,77.5,10.4,24290,43750
Los Alamos County,New Mexico,18343,17950,146.7599443,2.4,77.2,21.5,49474,103643
Luna County,New Mexico,25016,25095,9.07607093,32.8,69.5,9,15687,27997
McKinley County,New Mexico,74798,71492,12.37637778,33.4,73.4,7.3,12932,31335
Mora County,New Mexico,5180,4881,14.8922352,11.9,83.6,0.8,22035,37784
Otero County,New Mexico,62298,63797,12.41067762,20,67.6,8.9,19255,39615
Quay County,New Mexico,10155,9041,14.11171331,21.1,74.1,6,18234,28773
Rio Arriba County,New Mexico,41190,40246,11.38806341,19.7,79.8,3.4,19913,41437
Roosevelt County,New Mexico,18018,19846,8.566663307,22.8,63,11.5,16933,37762
Sandoval County,New Mexico,89908,131561,5.152590813,11.4,81.3,6.3,25979,57158
San Juan County,New Mexico,113801,130044,7.186160069,20.8,73.9,8.1,20725,46189
San Miguel County,New Mexico,30126,29393,13.26921376,24.8,66.8,8.2,18508,32213
Santa Fe County,New Mexico,129292,144170,14.18424083,14.4,71.2,16.9,32188,52696
Sierra County,New Mexico,13270,11988,12.91307975,22.5,78.3,6.2,16667,25583
Socorro County,New Mexico,18078,17866,11.85088996,26.8,74,8.4,17801,33284
Taos County,New Mexico,29979,32937,9.580653976,17,73.2,12.5,22145,35441
Torrance County,New Mexico,16911,16383,6.985533785,19.4,82.2,2.3,17278,37117
Union County,New Mexico,4174,4549,9.770938668,9.8,73.7,1.6,19228,39975
Valencia County,New Mexico,66152,76569,6.281745876,19.4,79.6,5.3,19955,42044
Albany County,New York,294565,304204,37.96935609,12.6,58.9,43.7,30863,56090
Allegany County,New York,49927,48946,7.066338414,16.5,75.6,11.7,20058,41305
Bronx County,New York,1332650,1385108,NA,28.4,20.7,89.1,17575,34264
Broome County,New York,200536,200600,8.5938335,15.5,66.6,31.8,24314,44457
Cattaraugus County,New York,83955,80317,11.98086333,16,73.4,16.8,20824,42466
Cayuga County,New York,81963,80026,7.104378577,12.1,71.8,22.2,22959,48415
Chautauqua County,New York,139750,134905,8.701538119,17.1,69.8,25.2,21033,40639
Chemung County,New York,91070,88830,8.193594506,15.2,68.1,25.8,23457,44502
Chenango County,New York,51401,50477,7.117439626,13.6,77.2,14.5,22036,43943
Clinton County,New York,79894,82128,7.692687025,13.3,70.3,20.9,22660,47489
Columbia County,New York,63094,63096,7.90210156,9.5,73.2,16.8,31844,55546
Cortland County,New York,48599,49336,6.211650722,14.1,66.3,30,22078,45338
Delaware County,New York,48055,47980,7.864797832,13.3,75.9,12.5,22928,42967
Dutchess County,New York,280150,297488,6.330843597,8.4,70.6,28.6,31642,69838
Erie County,New York,950265,919040,9.33807016,14,66.2,38.3,26378,47372
Essex County,New York,38851,39370,9.036804674,12.9,73,14.8,24390,45216
Franklin County,New York,51134,51599,7.751254869,14.4,72.6,16.5,19807,42050
Fulton County,New York,55073,55531,6.79101763,17.2,69.8,25,23147,43240
Genesee County,New York,60370,60079,7.549726194,11.7,73.7,21.9,24323,49750
Greene County,New York,48195,49221,6.959996749,13.2,73.6,17.2,23461,46235
Hamilton County,New York,5379,4836,8.937138131,9.5,81.8,3.8,29965,49557
Herkimer County,New York,64427,64519,7.074706676,12.8,71.6,21.5,21908,42318
Jefferson County,New York,111738,116229,26.32719029,14.4,57.2,29.4,21823,43410
Kings County,New York,2465326,2504700,31.74357927,22,30.3,85.7,23605,43567
Lewis County,New York,26944,27087,6.983386865,14.6,77.8,10,20970,42846
Livingston County,New York,64328,65393,6.033459239,11.9,75.7,17.2,22923,51690
Madison County,New York,69441,73442,5.760954222,9.8,76.1,16.6,24311,53345
Monroe County,New York,735343,744344,9.14914475,13.7,66.7,30.8,26999,51303
Montgomery County,New York,49708,50219,8.326171369,14.9,69.1,33.5,22347,42603
Nassau County,New York,1334544,1339532,8.491777725,5,82.1,20.9,41387,93613
New York County,New York,1537195,1585873,NA,17.8,22.8,98.5,59149,64971
Niagara County,New York,219846,216469,7.985836309,12.8,70.9,27.6,24224,45964
Oneida County,New York,235469,234878,9.537879239,14.9,67.9,31.2,23458,46708
Onondaga County,New York,458336,467026,10.02398153,13.6,66,33.1,27037,50676
Ontario County,New York,100224,107931,7.994357506,8.7,75.5,20.3,28950,56468
Orange County,New York,341367,372813,8.271498043,11.1,71.3,28.4,28944,69523
Orleans County,New York,44171,42883,6.368281137,12.1,76.7,16,20812,48063
Oswego County,New York,122377,122109,6.381527979,15.3,73.6,17.1,21604,45333
Otsego County,New York,61676,62259,7.350423232,14.9,72.5,17.3,22902,45268
Putnam County,New York,95745,99710,4.69616889,7,84.6,15,37915,89218
Queens County,New York,2229379,2230722,NA,13,45.5,71.4,25553,55291
Rensselaer County,New York,152538,159429,17.37752856,11.7,65.1,37,27457,54152
Richmond County,New York,443728,468730,NA,10.3,70.3,40.4,30843,71084
Rockland County,New York,286753,311687,6.412538861,11.3,71,31.6,34304,82534
St. Lawrence County,New York,111931,111944,8.055259773,16.9,71.7,17.1,20143,42303
Saratoga County,New York,200635,219607,5.075156985,6.4,73.8,23.7,32186,65100
Schenectady County,New York,146555,154727,11.39258824,11.1,69.2,37.6,27500,55188
Schoharie County,New York,31582,32749,6.977373355,11.4,77.4,13.6,25105,50864
Schuyler County,New York,19224,18343,7.129967835,8.3,79.1,8.5,22123,47404
Seneca County,New York,33342,35251,6.331848742,13.9,77.4,14.2,21818,46707
Steuben County,New York,98726,98990,9.026679463,13.5,72.9,17.6,23279,43867
Suffolk County,New York,1419369,1493350,7.882959788,5.7,81.4,14.3,35755,84506
Sullivan County,New York,73966,77547,9.02688692,16.6,67.5,17.4,23422,48103
Tioga County,New York,51784,51125,30.96645477,9.6,80,13.5,24596,51948
Tompkins County,New York,96501,101564,9.340051593,18.8,55,38.3,25737,48655
Ulster County,New York,177749,182493,6.778369581,11.3,69.6,21.7,28954,57584
Warren County,New York,63303,65707,7.567154184,10,68.5,22.1,27744,51619
Washington County,New York,61042,63216,6.502499367,11.5,74,17.3,22347,48327
Wayne County,New York,93765,93772,7.22690142,11.1,76.3,17.9,24092,52562
Westchester County,New York,923459,949113,7.358497882,8.2,62.7,49.4,47814,79619
Wyoming County,New York,43424,42155,6.961760171,10.9,76.3,15.4,20605,50075
Yates County,New York,24621,25348,6.845431592,14.7,78.2,11.3,23255,46822
Alamance County,North Carolina,130800,151131,6.123965302,16.3,68.1,17.1,22819,44167
Alexander County,North Carolina,33603,37198,5.096510565,15,79.9,2.2,20716,40014
Alleghany County,North Carolina,10677,11155,9.166203496,26.2,74,6.2,18919,30845
Anson County,North Carolina,25275,26948,8.798537925,20.5,71,4.9,16856,34745
Ashe County,North Carolina,24384,27281,8.695758953,17.8,79.2,4.4,20350,34538
Avery County,North Carolina,17167,17797,8.419508906,18.1,72.8,18.1,23465,34918
Beaufort County,North Carolina,44958,47759,10.40199753,17.2,73.4,9.2,22728,40653
Bertie County,North Carolina,19773,21282,11.00902171,23.3,76.9,2.2,17614,29110
Bladen County,North Carolina,32278,35190,8.952543336,24.1,69,5.5,17890,30471
Brunswick County,North Carolina,73143,107431,7.973117629,13.5,77.5,9.3,26315,45806
Buncombe County,North Carolina,206330,238318,8.407002409,14.7,67.6,16.8,25665,44190
Burke County,North Carolina,89148,90912,6.347335885,17.3,74.1,9.1,19220,37139
Cabarrus County,North Carolina,131063,178011,4.951671526,11.3,73.3,12.9,26165,53928
Caldwell County,North Carolina,77415,83029,6.09436462,16.2,75.6,9.4,19686,37261
Camden County,North Carolina,6885,9980,7.673947896,9.3,85.1,1.3,25544,61091
Carteret County,North Carolina,59383,66469,8.496562307,12.2,73.5,17.9,26791,46155
Caswell County,North Carolina,23501,23719,7.600657701,21.7,75.2,3.4,17814,36927
Catawba County,North Carolina,141685,154358,5.907183301,12.5,71.8,16,22969,43484
Chatham County,North Carolina,49329,63505,4.855050783,12.2,79.1,7.1,29991,56038
Cherokee County,North Carolina,24298,27444,9.235534179,13.2,83.2,4.3,20747,38144
Chowan County,North Carolina,14526,14793,9.54850267,17.4,68.4,10.2,20900,36761
Clay County,North Carolina,8775,10587,9.124870124,21.4,83.3,4.2,20474,35109
Cleveland County,North Carolina,96287,98078,7.478598666,19.4,68.9,10.4,19284,38208
Columbus County,North Carolina,54749,58098,10.13189783,21.4,72,5.8,18784,35421
Craven County,North Carolina,91436,103505,14.40513019,16,63.5,15.8,24591,44599
Cumberland County,North Carolina,302963,319431,31.19363806,16.6,58.4,20.2,22285,43834
Currituck County,North Carolina,18190,23547,9.794241305,8.5,82.3,1.8,26083,55376
Dare County,North Carolina,29967,33920,6.990625,10.5,71.3,10,30327,53889
Davidson County,North Carolina,147246,162878,4.977762497,14.5,73.2,10.4,22268,44249
Davie County,North Carolina,34835,41240,6.327012609,12.2,83.5,5,26139,49727
Duplin County,North Carolina,49063,58505,7.521049483,23.7,70.6,5.8,16693,32816
Durham County,North Carolina,223314,267587,13.98682671,16.1,55.6,35,27503,49894
Edgecombe County,North Carolina,55606,56552,9.008576178,22.3,62.9,14,16747,32665
Forsyth County,North Carolina,306067,350670,7.232161291,15.3,65.9,25.5,26213,46749
Franklin County,North Carolina,47260,60619,5.704828519,15,77.8,3.2,21331,43710
Gaston County,North Carolina,190365,206086,6.257659424,16.6,69.5,12.3,22305,43253
Gates County,North Carolina,10516,12197,7.65376732,20.5,81.6,0,19893,45682
Graham County,North Carolina,7993,8861,8.509084753,19.5,77.9,5.5,17825,28447
Granville County,North Carolina,48498,59916,7.260548101,11.9,75.8,9,21733,48210
Greene County,North Carolina,18974,21362,6.106169834,18.4,70.3,3.4,17362,41488
Guilford County,North Carolina,421048,488406,7.174686634,15.9,62.9,27.1,26267,45676
Halifax County,North Carolina,57370,54691,11.58969483,23.8,64,9.2,17223,30439
Harnett County,North Carolina,91025,114678,5.667512513,16.5,67.4,8.1,19274,42853
Haywood County,North Carolina,54033,59036,8.328477539,12.3,75.2,6.7,24233,41377
Henderson County,North Carolina,89173,106740,7.699297358,12.7,76.8,9.3,26061,46446
Hertford County,North Carolina,22601,24669,11.04467145,24.1,65.9,9.8,17002,30878
Hoke County,North Carolina,33646,46952,4.841306015,21.2,72.4,5.2,17630,42927
Hyde County,North Carolina,5826,5810,12.1363167,20.4,82.6,5.5,14992,38265
Iredell County,North Carolina,122660,159437,5.517909895,12.4,74.7,11,25610,48962
Jackson County,North Carolina,33121,40271,5.996349731,20.4,66.3,10.5,20228,37190
Johnston County,North Carolina,121965,168878,5.128619477,15.1,73.2,6.6,22437,49745
Jones County,North Carolina,10381,10153,10.88692997,16.8,72.1,3.2,20066,38354
Lee County,North Carolina,49040,57866,7.620588947,15,70.4,14.8,21061,44120
Lenoir County,North Carolina,59648,59495,12.52957391,22.7,62.3,14.9,19017,33625
Lincoln County,North Carolina,63780,78265,4.814387018,13.8,76.2,8.4,23560,47450
McDowell County,North Carolina,42151,44996,6.880411592,17.9,72.6,7,18798,34953
Macon County,North Carolina,29811,33922,8.813808148,16.9,76.8,6.9,26156,38615
Madison County,North Carolina,19635,20764,9.395251397,16.9,76.8,5.9,18792,38580
Martin County,North Carolina,25593,24505,10.86794532,23.4,70,7.1,18728,34766
Mecklenburg County,North Carolina,695454,919628,4.959374878,12.5,62.6,30.3,31848,55294
Mitchell County,North Carolina,15687,15579,10.15732717,16.8,75,8.6,18804,32743
Montgomery County,North Carolina,26822,27798,7.390351824,23.2,74.7,4.2,18618,33861
Moore County,North Carolina,74769,88247,8.192006527,12.9,76.3,11.2,25786,48319
Nash County,North Carolina,87420,95840,7.767581386,14.1,63.7,14.7,23909,44499
New Hanover County,North Carolina,160307,202667,6.936891551,15.4,61.4,26.7,29363,48553
Northampton County,North Carolina,22086,22099,12.68541563,21.7,74.8,4,17128,30578
Onslow County,North Carolina,150355,177772,14.73902527,13.8,56.6,12.3,21048,43561
Orange County,North Carolina,118227,133801,12.09482739,16.3,60.6,29.4,32912,52981
Pamlico County,North Carolina,12934,13144,9.187233719,10.7,81.6,2,23320,40561
Pasquotank County,North Carolina,34897,40661,11.7202479,18.1,66.4,15.4,21736,44085
Pender County,North Carolina,41082,52217,6.341459678,14.8,80.6,6.3,22872,44338
Perquimans County,North Carolina,11368,13453,9.619787408,18,77.2,3.7,22085,43041
Person County,North Carolina,35623,39464,7.185561524,16,73.9,5.8,21848,44668
Pitt County,North Carolina,133798,168148,6.233912981,23.9,55.3,34.8,21935,38592
Polk County,North Carolina,18324,20510,7.461140907,12.9,77.9,10.1,24008,43692
Randolph County,North Carolina,130454,141752,5.315240702,17.2,73.6,10.1,21297,40346
Richmond County,North Carolina,46564,46639,9.327429833,25.2,70.7,8.4,17692,30439
Robeson County,North Carolina,123339,134168,8.515338978,30.2,67.2,8.6,15321,29667
Rockingham County,North Carolina,91928,93643,7.689821983,15.6,72.1,9.6,20801,39231
Rowan County,North Carolina,130340,138428,7.60446586,16.3,71.4,11.3,21525,43596
Rutherford County,North Carolina,62899,67810,7.143002507,20.7,71.8,7.1,18961,35364
Sampson County,North Carolina,60161,63431,7.814617458,20.4,68.5,5.7,19086,35740
Scotland County,North Carolina,35998,36157,9.586857317,29.5,64.7,12.1,16297,29368
Stanly County,North Carolina,58100,60585,6.495980853,12.7,76.9,7.3,21139,44802
Stokes County,North Carolina,44711,47401,5.59739246,12.2,81.8,4.4,20852,42689
Surry County,North Carolina,71219,73673,7.591885765,16.9,74.3,7.5,20541,37294
Swain County,North Carolina,12968,13981,12.49481439,22.4,77.5,7.2,19297,35071
Transylvania County,North Carolina,29334,33090,7.959020852,14,76.6,5.7,23939,39408
Tyrrell County,North Carolina,4149,4407,10.4874064,21.9,76.5,9,15812,32215
Union County,North Carolina,123677,201292,3.306037995,8.5,82,6.4,28596,63386
Vance County,North Carolina,42954,45422,9.001541103,27.5,65.2,9.6,17622,34025
Wake County,North Carolina,627846,900993,9.041649602,9.7,66.2,26.7,32592,63770
Warren County,North Carolina,19972,20972,8.781041389,27,75.3,3.3,17838,30641
Washington County,North Carolina,13723,13228,9.814711219,24.8,70.4,6.9,16982,32716
Watauga County,North Carolina,42695,51079,5.857084125,24.8,54.1,28.1,20961,31967
Wayne County,North Carolina,113329,122623,11.51116022,18.6,64.3,12.1,20446,41224
Wilkes County,North Carolina,65632,69340,7.299639458,19.2,74.3,7.6,19406,33438
Wilson County,North Carolina,73814,81234,8.331105202,21,61.8,20,20691,38596
Yadkin County,North Carolina,36348,38406,6.62651669,14.7,78.2,3.6,20379,39807
Yancey County,North Carolina,17774,17818,9.171231339,18.1,78.3,8.1,18576,35703
Adams County,North Dakota,2593,2343,18.73239437,10.6,67.8,20.8,20118,35966
Barnes County,North Dakota,11775,11066,14.7289897,12,68.1,24.9,26152,41773
Benson County,North Dakota,6964,6660,21.28498498,35.6,62.1,13.2,14545,30479
Billings County,North Dakota,888,783,24.9642401,8.3,83.1,8.8,28666,51923
Bottineau County,North Dakota,7149,6429,17.87431949,13.6,77.9,6.5,26277,40227
Bowman County,North Dakota,3242,3151,13.0266582,6.7,80.2,6.2,27354,48063
Burke County,North Dakota,2242,1968,23.96849593,5.8,82.9,5.5,32347,50800
Burleigh County,North Dakota,69416,81308,14.54373493,9.4,70.3,30.2,28784,53465
Cass County,North Dakota,123138,149778,7.401387387,12.8,53.6,44.2,28184,47600
Cavalier County,North Dakota,4831,3993,25.15752567,8.2,83.9,11.3,26468,48786
Dickey County,North Dakota,5757,5289,17.92191341,11,72.9,18.3,21824,37179
Divide County,North Dakota,2283,2071,23.0593916,14,81,7.3,28462,48152
Dunn County,North Dakota,3600,3536,16.6875,8.6,84.9,4.5,24832,48707
Eddy County,North Dakota,2757,2385,14.77400419,15.4,81.6,10.5,20302,38404
Emmons County,North Dakota,4331,3550,18.12450704,16.1,84.1,6.9,21358,35615
Foster County,North Dakota,3759,3343,45.84445109,7.3,75.8,15.7,27945,41066
Golden Valley County,North Dakota,1924,1680,15.0077381,13,79.7,9.9,21899,33333
Grand Forks County,North Dakota,66109,66861,10.25436353,17.5,54.4,39.3,24276,44242
Grant County,North Dakota,2841,2394,19.43650794,13,81.8,7.3,25840,39500
Griggs County,North Dakota,2754,2420,20.74008264,11.4,79,9,24122,40085
Hettinger County,North Dakota,2715,2477,34.57569641,11,82.3,7.8,24928,38393
Kidder County,North Dakota,2753,2435,21.48459959,17.9,71,6.3,23502,34250
LaMoure County,North Dakota,4701,4139,23.39502295,9.1,83.6,9.6,27056,46098
Logan County,North Dakota,2308,1990,19.84572864,10.9,82.8,5.7,21654,41741
McHenry County,North Dakota,5987,5395,14.93660797,12.3,76.9,7.9,22911,36944
McIntosh County,North Dakota,3390,2809,20.25560698,13.9,83.2,5.7,22608,34904
McKenzie County,North Dakota,5737,6360,11.54245283,10,68.4,7.4,27605,48480
McLean County,North Dakota,9311,8962,21.0288998,9.3,79.3,8,27029,52922
Mercer County,North Dakota,8644,8424,8.67865622,6.2,78.8,16.6,30616,60191
Morton County,North Dakota,25303,27471,11.42965309,8.2,79.2,17.1,25303,50591
Mountrail County,North Dakota,6631,7673,19.49002998,16.5,72.4,7.7,25762,53912
Nelson County,North Dakota,3715,3126,22.89475368,9.9,82.6,9.7,22838,39071
Oliver County,North Dakota,2065,1846,11.78981582,9.7,85.8,3.1,29348,62308
Pembina County,North Dakota,8585,7413,24.28544449,8,79.6,12.9,27019,48502
Pierce County,North Dakota,4675,4357,16.1225614,12.9,70.6,16.4,18575,37091
Ramsey County,North Dakota,12066,11451,15.34555934,11.5,65.5,30.3,24130,41792
Ransom County,North Dakota,5890,5457,16.13194063,9.4,74.7,14,21995,46044
Renville County,North Dakota,2610,2470,15.38744939,5.9,75.8,8.7,26856,49583
Richland County,North Dakota,17998,16321,12.07180933,10.7,73.7,23.2,24342,47131
Rolette County,North Dakota,13674,13937,14.89646265,31.8,74,9.2,13632,28265
Sargent County,North Dakota,4366,3829,19.2648211,7.8,77.7,10.2,26553,49318
Sheridan County,North Dakota,1710,1321,24.26419379,18.9,86.1,4.4,24286,37727
Sioux County,North Dakota,4044,4153,21.75150494,47.2,50,11.3,13542,30990
Slope County,North Dakota,767,727,43.77579092,10.5,79.5,3.2,24824,43625
Stark County,North Dakota,22636,24199,9.318525559,10,72.7,21.9,25282,49536
Steele County,North Dakota,2258,1975,25.42025316,4.2,80.7,6.1,27728,44191
Stutsman County,North Dakota,21908,21100,12.43308057,12.1,68.7,24.3,23307,44620
Towner County,North Dakota,2876,2246,23.87177204,10.3,79,14.5,24203,43684
Traill County,North Dakota,8477,8121,12.49661372,9.2,75,17.3,23340,44290
Walsh County,North Dakota,12389,11119,11.98363162,9.9,74.2,15.2,23829,44139
Ward County,North Dakota,58795,61675,12.52766923,9.4,64.4,25.1,25326,48793
Wells County,North Dakota,5102,4207,18.39600666,10.3,76.1,9.8,23531,40136
Williams County,North Dakota,19761,22398,8.494151264,8.7,71.2,18.7,29153,55396
Adams County,Ohio,27330,28550,10.97152364,23,72.8,5.9,17693,32791
Allen County,Ohio,108473,106331,10.95909942,16.3,71.2,17.6,21713,43632
Ashland County,Ohio,52523,53139,5.356837727,15.6,78.8,12,20558,44542
Ashtabula County,Ohio,102728,101497,7.566282747,15.7,72.8,15.1,19898,42139
Athens County,Ohio,62223,64757,8.01882422,30.3,58.6,23.6,16642,31559
Auglaize County,Ohio,46611,45949,6.116346384,7.2,77.9,12,25290,52018
Belmont County,Ohio,70226,70400,8.1934375,15.2,74.4,15.6,20266,38320
Brown County,Ohio,42285,44846,6.185612987,12.4,79.7,8.1,20167,45887
Butler County,Ohio,332807,368130,5.492660202,12.8,70.9,21.9,25892,54788
Carroll County,Ohio,28836,28836,5.393813289,12.6,81.7,5.6,21575,43148
Champaign County,Ohio,38890,40097,6.3764122,12.9,75.3,14.7,23438,49246
Clark County,Ohio,144742,138333,8.675934159,15.9,70.2,18.7,22110,44141
Clermont County,Ohio,177977,197363,4.199019066,9.3,77.1,18.9,27900,58472
